,Player,Pos,BasePos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
20,Ralph Davis,SG,SG,22.0,CIN,73.0,0.0,1210.0,181.0,451.0,0.401,0.0,0.0,0.0,181.0,451.0,0.401,0.401,34.0,52.0,0.654,0.0,0.0,86.0,177.0,0.0,0.0,0.0,127.0,396.0
21,Archie Dees,C,C,24.0,DET,28.0,0.0,308.0,53.0,135.0,0.393,0.0,0.0,0.0,53.0,135.0,0.393,0.393,39.0,47.0,0.83,0.0,0.0,94.0,17.0,0.0,0.0,0.0,50.0,145.0
23,Walter Dukes,C,C,30.0,DET,73.0,0.0,2044.0,286.0,706.0,0.405,0.0,0.0,0.0,286.0,706.0,0.405,0.405,281.0,400.0,0.703,0.0,0.0,1028.0,139.0,0.0,0.0,0.0,313.0,853.0
24,Wayne Embry*,C,C,23.0,CIN,79.0,0.0,2233.0,458.0,1015.0,0.451,0.0,0.0,0.0,458.0,1015.0,0.451,0.451,221.0,331.0,0.668,0.0,0.0,864.0,127.0,0.0,0.0,0.0,286.0,1137.0
25,Mike Farmer,SF,SF,24.0,TOT,59.0,0.0,1301.0,180.0,461.0,0.39,0.0,0.0,0.0,180.0,461.0,0.39,0.39,69.0,94.0,0.734,0.0,0.0,380.0,81.0,0.0,0.0,0.0,130.0,429.0
26,Mike Farmer,SF,SF,24.0,NYK,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
27,Mike Farmer,SF,SF,24.0,CIN,57.0,0.0,1295.0,180.0,460.0,0.391,0.0,0.0,0.0,180.0,460.0,0.391,0.391,69.0,94.0,0.734,0.0,0.0,378.0,81.0,0.0,0.0,0.0,128.0,429.0
28,Ray Felix,C,C,30.0,LAL,78.0,0.0,1510.0,189.0,508.0,0.372,0.0,0.0,0.0,189.0,508.0,0.372,0.372,135.0,193.0,0.699,0.0,0.0,539.0,37.0,0.0,0.0,0.0,302.0,513.0
29,Al Ferrari,SG,SG,27.0,STL,63.0,0.0,1031.0,117.0,328.0,0.357,0.0,0.0,0.0,117.0,328.0,0.357,0.357,95.0,116.0,0.819,0.0,0.0,115.0,143.0,0.0,0.0,0.0,157.0,329.0
30,Bob Ferry,C,C,23.0,DET,79.0,0.0,1657.0,350.0,776.0,0.451,0.0,0.0,0.0,350.0,776.0,0.451,0.451,189.0,255.0,0.741,0.0,0.0,500.0,129.0,0.0,0.0,0.0,205.0,889.0
31,Larry Foust,C,C,32.0,STL,68.0,0.0,1208.0,194.0,489.0,0.397,0.0,0.0,0.0,194.0,489.0,0.397,0.397,164.0,208.0,0.788,0.0,0.0,389.0,77.0,0.0,0.0,0.0,185.0,552.0
32,Dave Gambee,SF,SF,23.0,SYR,79.0,0.0,2090.0,397.0,947.0,0.419,0.0,0.0,0.0,397.0,947.0,0.419,0.419,291.0,352.0,0.827,0.0,0.0,581.0,101.0,0.0,0.0,0.0,276.0,1085.0
33,Dick Garmaker,PG,PG,28.0,NYK,71.0,0.0,2238.0,415.0,943.0,0.44,0.0,0.0,0.0,415.0,943.0,0.44,0.44,275.0,358.0,0.768,0.0,0.0,277.0,220.0,0.0,0.0,0.0,240.0,1105.0
34,Jack George,PG,PG,32.0,NYK,16.0,0.0,268.0,31.0,93.0,0.333,0.0,0.0,0.0,31.0,93.0,0.333,0.333,20.0,30.0,0.667,0.0,0.0,32.0,39.0,0.0,0.0,0.0,37.0,82.0
35,Tom Gola*,SG,SG,28.0,PHW,74.0,0.0,2712.0,420.0,940.0,0.447,0.0,0.0,0.0,420.0,940.0,0.447,0.447,210.0,281.0,0.747,0.0,0.0,692.0,292.0,0.0,0.0,0.0,321.0,1050.0
36,Joe Graboski,PF,PF,31.0,PHW,68.0,0.0,1011.0,169.0,507.0,0.333,0.0,0.0,0.0,169.0,507.0,0.333,0.333,127.0,183.0,0.694,0.0,0.0,262.0,74.0,0.0,0.0,0.0,148.0,465.0
37,Johnny Green,PF,PF,27.0,NYK,78.0,0.0,1784.0,326.0,758.0,0.43,0.0,0.0,0.0,326.0,758.0,0.43,0.43,145.0,278.0,0.522,0.0,0.0,838.0,97.0,0.0,0.0,0.0,194.0,797.0
38,Si Green,SG,SG,27.0,STL,76.0,0.0,1968.0,263.0,718.0,0.366,0.0,0.0,0.0,263.0,718.0,0.366,0.366,174.0,247.0,0.704,0.0,0.0,380.0,258.0,0.0,0.0,0.0,234.0,700.0
39,Hal Greer*,SG,SG,24.0,SYR,79.0,0.0,2763.0,623.0,1381.0,0.451,0.0,0.0,0.0,623.0,1381.0,0.451,0.451,305.0,394.0,0.774,0.0,0.0,455.0,302.0,0.0,0.0,0.0,242.0,1551.0
40,Gene Guarilia,SF,SF,23.0,BOS,25.0,0.0,209.0,38.0,94.0,0.404,0.0,0.0,0.0,38.0,94.0,0.404,0.404,3.0,10.0,0.3,0.0,0.0,71.0,5.0,0.0,0.0,0.0,28.0,79.0
41,Richie Guerin*,SG,SG,28.0,NYK,79.0,0.0,3023.0,612.0,1545.0,0.396,0.0,0.0,0.0,612.0,1545.0,0.396,0.396,496.0,626.0,0.792,0.0,0.0,628.0,503.0,0.0,0.0,0.0,310.0,1720.0
42,Cliff Hagan*,SF,SF,29.0,STL,77.0,0.0,2701.0,661.0,1490.0,0.444,0.0,0.0,0.0,661.0,1490.0,0.444,0.444,383.0,467.0,0.82,0.0,0.0,715.0,381.0,0.0,0.0,0.0,286.0,1705.0
43,Swede Halbrook,C,C,28.0,SYR,79.0,0.0,1131.0,155.0,463.0,0.335,0.0,0.0,0.0,155.0,463.0,0.335,0.335,76.0,140.0,0.543,0.0,0.0,550.0,31.0,0.0,0.0,0.0,262.0,386.0
44,Vern Hatton,SG,SG,25.0,PHW,54.0,0.0,610.0,97.0,304.0,0.319,0.0,0.0,0.0,97.0,304.0,0.319,0.319,46.0,56.0,0.821,0.0,0.0,92.0,59.0,0.0,0.0,0.0,59.0,240.0
46,Tom Hawkins,SF,SF,24.0,LAL,78.0,0.0,1846.0,310.0,719.0,0.431,0.0,0.0,0.0,310.0,719.0,0.431,0.431,140.0,235.0,0.596,0.0,0.0,479.0,88.0,0.0,0.0,0.0,209.0,760.0
47,Tom Heinsohn*,PF,PF,26.0,BOS,74.0,0.0,2256.0,627.0,1566.0,0.4,0.0,0.0,0.0,627.0,1566.0,0.4,0.4,325.0,424.0,0.767,0.0,0.0,732.0,141.0,0.0,0.0,0.0,260.0,1579.0
48,Bailey Howell*,PF,PF,24.0,DET,77.0,0.0,2952.0,607.0,1293.0,0.469,0.0,0.0,0.0,607.0,1293.0,0.469,0.469,601.0,798.0,0.753,0.0,0.0,1111.0,196.0,0.0,0.0,0.0,297.0,1815.0
49,Hot Rod Hundley,SG,SG,26.0,LAL,79.0,0.0,2179.0,323.0,921.0,0.351,0.0,0.0,0.0,323.0,921.0,0.351,0.351,223.0,296.0,0.753,0.0,0.0,289.0,350.0,0.0,0.0,0.0,144.0,869.0
50,Darrall Imhoff,C,C,22.0,NYK,62.0,0.0,994.0,122.0,310.0,0.394,0.0,0.0,0.0,122.0,310.0,0.394,0.394,49.0,96.0,0.51,0.0,0.0,296.0,51.0,0.0,0.0,0.0,143.0,293.0
51,Andy Johnson,PF,PF,28.0,PHW,79.0,0.0,2000.0,299.0,834.0,0.359,0.0,0.0,0.0,299.0,834.0,0.359,0.359,157.0,275.0,0.571,0.0,0.0,345.0,205.0,0.0,0.0,0.0,249.0,755.0
52,Ron Johnson,F,F,22.0,TOT,14.0,0.0,103.0,13.0,43.0,0.302,0.0,0.0,0.0,13.0,43.0,0.302,0.302,11.0,17.0,0.647,0.0,0.0,29.0,2.0,0.0,0.0,0.0,10.0,37.0
53,Ron Johnson,F,F,22.0,DET,6.0,0.0,60.0,11.0,30.0,0.367,0.0,0.0,0.0,11.0,30.0,0.367,0.367,9.0,14.0,0.643,0.0,0.0,14.0,1.0,0.0,0.0,0.0,6.0,31.0
54,Ron Johnson,F,F,22.0,LAL,8.0,0.0,43.0,2.0,13.0,0.154,0.0,0.0,0.0,2.0,13.0,0.154,0.154,2.0,3.0,0.667,0.0,0.0,15.0,1.0,0.0,0.0,0.0,4.0,6.0
55,Howie Jolliff,PF,PF,22.0,LAL,46.0,0.0,352.0,46.0,141.0,0.326,0.0,0.0,0.0,46.0,141.0,0.326,0.326,11.0,23.0,0.478,0.0,0.0,141.0,16.0,0.0,0.0,0.0,53.0,103.0
56,K.C. Jones*,PG,PG,28.0,BOS,78.0,0.0,1605.0,203.0,601.0,0.338,0.0,0.0,0.0,203.0,601.0,0.338,0.338,186.0,280.0,0.664,0.0,0.0,279.0,253.0,0.0,0.0,0.0,190.0,592.0
57,Sam Jones*,SG,SG,27.0,BOS,78.0,0.0,2028.0,480.0,1069.0,0.449,0.0,0.0,0.0,480.0,1069.0,0.449,0.449,211.0,268.0,0.787,0.0,0.0,421.0,217.0,0.0,0.0,0.0,148.0,1171.0
58,Willie Jones,PG,PG,24.0,DET,35.0,0.0,452.0,78.0,216.0,0.361,0.0,0.0,0.0,78.0,216.0,0.361,0.361,40.0,63.0,0.635,0.0,0.0,94.0,63.0,0.0,0.0,0.0,90.0,196.0
59,Phil Jordon,C,C,27.0,TOT,79.0,0.0,2064.0,360.0,933.0,0.386,0.0,0.0,0.0,360.0,933.0,0.386,0.386,206.0,287.0,0.718,0.0,0.0,674.0,181.0,0.0,0.0,0.0,273.0,926.0
60,Phil Jordon,C,C,27.0,CIN,48.0,0.0,1140.0,202.0,511.0,0.395,0.0,0.0,0.0,202.0,511.0,0.395,0.395,117.0,160.0,0.731,0.0,0.0,424.0,107.0,0.0,0.0,0.0,150.0,521.0
61,Phil Jordon,C,C,27.0,NYK,31.0,0.0,924.0,158.0,422.0,0.374,0.0,0.0,0.0,158.0,422.0,0.374,0.374,89.0,127.0,0.701,0.0,0.0,250.0,74.0,0.0,0.0,0.0,123.0,405.0
62,Pickles Kennedy,G,G,22.0,PHW,7.0,0.0,52.0,4.0,21.0,0.19,0.0,0.0,0.0,4.0,21.0,0.19,0.19,4.0,6.0,0.667,0.0,0.0,8.0,9.0,0.0,0.0,0.0,6.0,12.0
63,Red Kerr,C,C,28.0,SYR,79.0,0.0,2676.0,419.0,1056.0,0.397,0.0,0.0,0.0,419.0,1056.0,0.397,0.397,218.0,299.0,0.729,0.0,0.0,951.0,199.0,0.0,0.0,0.0,230.0,1056.0
64,Jim Krebs,C,C,25.0,LAL,75.0,0.0,1655.0,271.0,692.0,0.392,0.0,0.0,0.0,271.0,692.0,0.392,0.392,75.0,93.0,0.806,0.0,0.0,456.0,68.0,0.0,0.0,0.0,223.0,617.0
65,Fred LaCour,SF,SF,22.0,STL,55.0,0.0,722.0,123.0,295.0,0.417,0.0,0.0,0.0,123.0,295.0,0.417,0.417,63.0,84.0,0.75,0.0,0.0,178.0,84.0,0.0,0.0,0.0,73.0,309.0
66,Rudy LaRusso,PF,PF,23.0,LAL,79.0,0.0,2593.0,416.0,992.0,0.419,0.0,0.0,0.0,416.0,992.0,0.419,0.419,323.0,409.0,0.79,0.0,0.0,781.0,135.0,0.0,0.0,0.0,280.0,1155.0
67,George Lee,SF,SF,24.0,DET,74.0,0.0,1735.0,310.0,776.0,0.399,0.0,0.0,0.0,310.0,776.0,0.399,0.399,276.0,394.0,0.701,0.0,0.0,490.0,89.0,0.0,0.0,0.0,158.0,896.0
68,Slick Leonard*,PG,PG,28.0,LAL,55.0,0.0,600.0,61.0,207.0,0.295,0.0,0.0,0.0,61.0,207.0,0.295,0.295,71.0,100.0,0.71,0.0,0.0,70.0,81.0,0.0,0.0,0.0,70.0,193.0
69,Jim Loscutoff,SF,SF,30.0,BOS,76.0,0.0,1153.0,144.0,478.0,0.301,0.0,0.0,0.0,144.0,478.0,0.301,0.301,49.0,76.0,0.645,0.0,0.0,291.0,25.0,0.0,0.0,0.0,238.0,337.0
71,Clyde Lovellette*,C,C,31.0,STL,67.0,0.0,2111.0,599.0,1321.0,0.453,0.0,0.0,0.0,599.0,1321.0,0.453,0.453,273.0,329.0,0.83,0.0,0.0,677.0,172.0,0.0,0.0,0.0,248.0,1471.0
72,Johnny McCarthy,PG,PG,26.0,STL,79.0,0.0,2519.0,266.0,746.0,0.357,0.0,0.0,0.0,266.0,746.0,0.357,0.357,122.0,226.0,0.54,0.0,0.0,325.0,430.0,0.0,0.0,0.0,272.0,654.0
73,Shellie McMillon,SF,SF,24.0,DET,78.0,0.0,1636.0,322.0,752.0,0.428,0.0,0.0,0.0,322.0,752.0,0.428,0.428,140.0,201.0,0.697,0.0,0.0,487.0,98.0,0.0,0.0,0.0,238.0,784.0
74,Bob McNeill,PG,PG,22.0,NYK,75.0,0.0,1387.0,166.0,427.0,0.389,0.0,0.0,0.0,166.0,427.0,0.389,0.389,105.0,126.0,0.833,0.0,0.0,123.0,238.0,0.0,0.0,0.0,148.0,437.0
75,Jackie Moreland,PF,PF,22.0,DET,64.0,0.0,1003.0,191.0,477.0,0.4,0.0,0.0,0.0,191.0,477.0,0.4,0.4,86.0,132.0,0.652,0.0,0.0,315.0,52.0,0.0,0.0,0.0,174.0,468.0
76,Willie Naulls,SF,SF,26.0,NYK,79.0,0.0,2976.0,737.0,1723.0,0.428,0.0,0.0,0.0,737.0,1723.0,0.428,0.428,372.0,456.0,0.816,0.0,0.0,1055.0,191.0,0.0,0.0,0.0,268.0,1846.0
77,Chuck Noble,SG,SG,29.0,DET,75.0,0.0,1655.0,196.0,566.0,0.346,0.0,0.0,0.0,196.0,566.0,0.346,0.346,82.0,115.0,0.713,0.0,0.0,180.0,287.0,0.0,0.0,0.0,195.0,474.0
78,Don Ohl,SG,SG,24.0,DET,79.0,0.0,2172.0,427.0,1085.0,0.394,0.0,0.0,0.0,427.0,1085.0,0.394,0.394,200.0,278.0,0.719,0.0,0.0,256.0,265.0,0.0,0.0,0.0,224.0,1054.0
79,Jim Palmer,C,C,27.0,NYK,55.0,0.0,688.0,125.0,310.0,0.403,0.0,0.0,0.0,125.0,310.0,0.403,0.403,44.0,65.0,0.677,0.0,0.0,179.0,30.0,0.0,0.0,0.0,128.0,294.0
80,Bob Pettit*,PF,PF,28.0,STL,76.0,0.0,3027.0,769.0,1720.0,0.447,0.0,0.0,0.0,769.0,1720.0,0.447,0.447,582.0,804.0,0.724,0.0,0.0,1540.0,262.0,0.0,0.0,0.0,217.0,2120.0
81,Dave Piontek,SF,SF,26.0,STL,29.0,0.0,254.0,47.0,96.0,0.49,0.0,0.0,0.0,47.0,96.0,0.49,0.49,16.0,31.0,0.516,0.0,0.0,68.0,19.0,0.0,0.0,0.0,31.0,110.0
82,Cal Ramsey,SF,SF,23.0,SYR,2.0,0.0,27.0,2.0,11.0,0.182,0.0,0.0,0.0,2.0,11.0,0.182,0.182,2.0,4.0,0.5,0.0,0.0,7.0,3.0,0.0,0.0,0.0,7.0,6.0
83,Frank Ramsey*,SG,SG,29.0,BOS,79.0,0.0,2019.0,448.0,1100.0,0.407,0.0,0.0,0.0,448.0,1100.0,0.407,0.407,295.0,354.0,0.833,0.0,0.0,431.0,146.0,0.0,0.0,0.0,284.0,1191.0
84,Hub Reed,C,C,24.0,CIN,75.0,0.0,1216.0,156.0,364.0,0.429,0.0,0.0,0.0,156.0,364.0,0.429,0.429,85.0,122.0,0.697,0.0,0.0,367.0,69.0,0.0,0.0,0.0,199.0,397.0
85,Joe Roberts,SF,SF,24.0,SYR,68.0,0.0,800.0,130.0,351.0,0.37,0.0,0.0,0.0,130.0,351.0,0.37,0.37,62.0,104.0,0.596,0.0,0.0,243.0,43.0,0.0,0.0,0.0,125.0,322.0
86,Oscar Robertson*,PG,PG,22.0,CIN,71.0,0.0,3032.0,756.0,1600.0,0.473,0.0,0.0,0.0,756.0,1600.0,0.473,0.473,653.0,794.0,0.822,0.0,0.0,716.0,690.0,0.0,0.0,0.0,219.0,2165.0
87,Guy Rodgers*,PG,PG,25.0,PHW,78.0,0.0,2905.0,397.0,1029.0,0.386,0.0,0.0,0.0,397.0,1029.0,0.386,0.386,206.0,300.0,0.687,0.0,0.0,509.0,677.0,0.0,0.0,0.0,262.0,1000.0
88,Phil Rollins,SG,SG,27.0,TOT,61.0,0.0,816.0,109.0,293.0,0.372,0.0,0.0,0.0,109.0,293.0,0.372,0.372,58.0,88.0,0.659,0.0,0.0,97.0,123.0,0.0,0.0,0.0,121.0,276.0
89,Phil Rollins,G,G,27.0,STL,7.0,0.0,71.0,9.0,20.0,0.45,0.0,0.0,0.0,9.0,20.0,0.45,0.45,0.0,4.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,14.0,18.0
90,Phil Rollins,SG,SG,27.0,CIN,14.0,0.0,86.0,10.0,32.0,0.313,0.0,0.0,0.0,10.0,32.0,0.313,0.313,5.0,7.0,0.714,0.0,0.0,9.0,11.0,0.0,0.0,0.0,13.0,25.0
91,Phil Rollins,SG,SG,27.0,NYK,40.0,0.0,659.0,90.0,241.0,0.373,0.0,0.0,0.0,90.0,241.0,0.373,0.373,53.0,77.0,0.688,0.0,0.0,85.0,101.0,0.0,0.0,0.0,94.0,233.0
92,Joe Ruklick,PF,PF,22.0,PHW,29.0,0.0,223.0,43.0,120.0,0.358,0.0,0.0,0.0,43.0,120.0,0.358,0.358,8.0,13.0,0.615,0.0,0.0,62.0,10.0,0.0,0.0,0.0,38.0,94.0
93,Bill Russell*,C,C,26.0,BOS,78.0,0.0,3458.0,532.0,1250.0,0.426,0.0,0.0,0.0,532.0,1250.0,0.426,0.426,258.0,469.0,0.55,0.0,0.0,1868.0,268.0,0.0,0.0,0.0,155.0,1322.0
95,Tom Sanders*,SF,SF,22.0,BOS,68.0,0.0,1084.0,148.0,352.0,0.42,0.0,0.0,0.0,148.0,352.0,0.42,0.42,67.0,100.0,0.67,0.0,0.0,385.0,44.0,0.0,0.0,0.0,131.0,363.0
96,Woody Sauldsberry,PF,PF,26.0,STL,69.0,0.0,1491.0,230.0,768.0,0.299,0.0,0.0,0.0,230.0,768.0,0.299,0.299,56.0,100.0,0.56,0.0,0.0,491.0,74.0,0.0,0.0,0.0,197.0,516.0
97,Dolph Schayes*,PF,PF,32.0,SYR,79.0,0.0,3007.0,594.0,1595.0,0.372,0.0,0.0,0.0,594.0,1595.0,0.372,0.372,680.0,783.0,0.868,0.0,0.0,960.0,296.0,0.0,0.0,0.0,296.0,1868.0
98,Kenny Sears,SF,SF,27.0,NYK,52.0,0.0,1396.0,241.0,568.0,0.424,0.0,0.0,0.0,241.0,568.0,0.424,0.424,268.0,325.0,0.825,0.0,0.0,293.0,102.0,0.0,0.0,0.0,165.0,750.0
99,Frank Selvy,SG,SG,28.0,LAL,77.0,0.0,2153.0,311.0,767.0,0.405,0.0,0.0,0.0,311.0,767.0,0.405,0.405,210.0,279.0,0.753,0.0,0.0,299.0,246.0,0.0,0.0,0.0,219.0,832.0
100,Bill Sharman*,SG,SG,34.0,BOS,61.0,0.0,1538.0,383.0,908.0,0.422,0.0,0.0,0.0,383.0,908.0,0.422,0.422,210.0,228.0,0.921,0.0,0.0,223.0,146.0,0.0,0.0,0.0,127.0,976.0
101,Gene Shue,PG,PG,29.0,DET,78.0,0.0,3361.0,650.0,1545.0,0.421,0.0,0.0,0.0,650.0,1545.0,0.421,0.421,465.0,543.0,0.856,0.0,0.0,334.0,530.0,0.0,0.0,0.0,207.0,1765.0
102,Larry Staverman,PF,PF,24.0,CIN,66.0,0.0,944.0,111.0,249.0,0.446,0.0,0.0,0.0,111.0,249.0,0.446,0.446,79.0,93.0,0.849,0.0,0.0,287.0,86.0,0.0,0.0,0.0,164.0,301.0
103,Jack Twyman*,SF,SF,26.0,CIN,79.0,0.0,2920.0,796.0,1632.0,0.488,0.0,0.0,0.0,796.0,1632.0,0.488,0.488,405.0,554.0,0.731,0.0,0.0,672.0,225.0,0.0,0.0,0.0,279.0,1997.0
